video_id,author,comment_text,label_ultimate,reason_ultimate,published_at,like_count,label_confidence,label_category,promotion_score,education_score
R-qlSVSdea0,@AgusSaputra-z4e,jngn main judi slot rolet poker dkk se mua itu sdh atur bandar emang se dikit pasti akan kalah banyak cual main judi togel murni kalo hoki pasti menang ingat ya kalo ber untung punya no jago jika tidak ada se baik jngn main judikata2 wasiat judi janji menang kate roma irama ini,judol,strong_brand:hoki,4/15/25 10:30,0,0.6,promotion,6,0
R-qlSVSdea0,@DevilsTarim69,judol yang paling jujur itu hanya togel resultnya tiap pasar jelas tayang live youtube tiap hari yang curang hanya bandot alias bandar online togel kalo kita menang kit bayar oleh mereka meski 4 d tapi kalo menang banyak meski cuma 2d atau 3 d akun wa kita blokir oleh mereka,judol,"pattern_detected:togel,togel",4/15/25 1:59,0,0.3,weak_promotion,3,0
R-qlSVSdea0,@idung1338,slot emang udah se tting oleh bandar karena sistem se rver tipu kedok judi udah maen judi tipu pula,judol,strong_brand:slot,4/11/25 19:11,0,0.2,weak_promotion,2,0
R-qlSVSdea0,@shobirinshobirin958,kita kira siapa ya yg jadi bos dari judi online napa kok tdk pernah tangkap bos besar se cara logika napa ya negara kok tdk bisa blok situs judi online se pertinya rja menkominfo menteri tdk bisa rja ada baik bubar aja dari pada mereka cuman makan gaji buta,judol,"pattern_detected:judi,judi",4/11/25 9:29,0,0.2,weak_promotion,2,0
R-qlSVSdea0,@budiman8053,slot bukan untung tapi tipu,judol,strong_brand:slot,3/16/25 1:16,0,0.2,weak_promotion,2,0
R-qlSVSdea0,@bhenzbugarsel7590,orang indonesia kan gampang tipu suruh aja kasih main ntar candu lupa se gala slot bukan judi tapi tipu,judol,strong_brand:slot,3/4/25 22:36,0,0.2,weak_promotion,2,0
R-qlSVSdea0,@EchoPark-v9g,ini mah dia promosi slot mau alas lgi,judol,strong_brand:slot,2/13/25 7:54,0,0.3,weak_promotion,3,0
R-qlSVSdea0,@aminnurakbar-uq2kg,main judol slot itu alogaritma automatis jelas ada auto se ting bandar bro logika bagaimana dia mau kontrol juta akun player se cara personal satu satu mungkin ada jp dada yaitu ajang promo bandar kasi jp wilayah satu orang biar tarik player lain itu 1 banding 10rb yang jelas ktp orang yg baru daftar atas nama player yang memang belum pernah main judi mana maka pas main akan ikan fase brainwashing cuci otak putar akan enak untung se dikit rugi jarang nah kalau udah lar cuci otak maka kamu bakal rasain gimana alogaritma ubah kamu cuma hanya pancing2 aja dia akan baca cara kamu main sesuai dengan rumus dia emosi kamu pendek akal kamu dll admin slot sama scamer itu 1112 ilmu tipu mana duli kondisi kamu alam saya terakir main saya ssering ikan kalah yang panjang dengan jp yg se dikit terakir se belum saya henti total penasaran saya ubah jadi bukti udah pernah rasain depo 38 kali kalah terus ga wd naik sdikit sekali4d bahkan kyk ga naik makan saya ingin bukti ini asli tipu ga ada masuk akal lagikata2 hoki dari para admin scamer itu dulu bet 200 bonus kalah 2000perak bisa jadi maxwin se karang sc bet 1000 isi zonk se lalu kalah sampe 38 kali deposit itu udah luar nalar apa maksud napa harus bet besar dulu baru putar bagus naik turun napa bisa kalah 38x deposit karna pake betrp1000 bawah jadi kata hoki itu ubah jadi se ting gausah dendam sama admin slot malah itu ilmu lakar mereka buat kalian main lagi mana tau rasa salah itu scamer tipu,judol,strong_brand:win,11/29/24 23:44,0,0.9,promotion,10,3
R-qlSVSdea0,@joniharafit,judi slot online bukan untung untung tapi tipu se mua sudah program se jak awal kapan bisa menang kalah atur se penuh oleh admin bandar,judol,strong_brand:slot,9/25/24 16:59,0,0.4,promotion,4,0
R-qlSVSdea0,@ayuniumusalamahallsaleh2225,bener bangett temen mamas gw habis 32jt cuma buat judi online dia ga pernah menang yaah emang judi online ga kasih menang klo kita maen ibarat bandar mau kalah sama main terus gw mikir anjrr apa yaah ga mikir gitu yaah kan uang bisa buat invest menang juga duit haram,judol,"pattern_detected:judi,judi",1/11/24 10:59,0,0.3,weak_promotion,3,0
R-qlSVSdea0,@sandroherlambang6056,judi online mesin komputer yang se tting bandar untuk menang main untuk kalah jangan mau bodoh mesin sudah se ting bandar,judol,pattern_detected:judi,11/8/23 4:30,11,0.3,weak_promotion,3,1
R-qlSVSdea0,@bondar5580,temen gue ngaku susah henti judi online kalau udah kasih jackpot itu se bab sampai se karang dia langgan squad777,judol,"pattern_detected:squad777,judi",10/28/23 9:06,0,0.4,promotion,4,0
R-qlSVSdea0,@ibrahimrouf1198,kisah nyata teman pinjol 10jt buat main judi online dalam se malam menang total 126jt pinjolnya tembalikan sisa belikan avanza 2013 bekas se karang mobil buat taksi online,judol,pattern_detected:judi,10/27/23 9:42,1,0.2,weak_promotion,2,0
9Q0nF2ukKIY,@ivannovianto576,ada nama judol dayak 777 heyy orang dayak nama baik lo cemar bahkan jual jadi nama judi online slots dayak 777 judol slots,judol,strong_brand:slot,11/7/25 22:54,0,0.2,weak_promotion,2,0
9Q0nF2ukKIY,@EndruKeoneojsk,banyak bandar slot itu adalah anjing,judol,strong_brand:slot,11/1/25 14:17,0,0.2,weak_promotion,2,0
9Q0nF2ukKIY,@zyticxexd7771,se benar mudah nemuin bandar slot cuman tau lh wkwk kayak anak zaman se karang umur 15 tahun bisa tau bandar narkob masa polisi ga tau inti duit aja,judol,strong_brand:slot,9/30/25 17:10,0,0.3,weak_promotion,3,0
9Q0nF2ukKIY,@HeriRayi,udah miskin main slot tambah miskin kita jauh slot percuma kl cuma main receh ga bakal menang mending buat mkn enak uang,judol,strong_brand:slot,9/10/25 23:55,0,0.2,weak_promotion,2,0
9Q0nF2ukKIY,@medigaruda5017,saya korban slot deo habis2an puluh juta rupiah saya janji menang oleh cs admin cahayatoto janji menang tpi hancurin terus terus wahai perintah ri musnakan slot yng masuk indonesia masuk slot cahayatoto,judol,strong_brand:toto,9/4/25 5:59,0,0.2,weak_promotion,2,5
9Q0nF2ukKIY,@Sofi-q3p5n,tangkap bandar slot biar anak negri tidak candu,judol,strong_brand:slot,8/18/25 13:23,0,0.2,weak_promotion,2,0
9Q0nF2ukKIY,@BrigitaSandy,abs 08 rekomendasi situs slot percaya tercuan asia deposit wd se cepet kilat cuma sikat88 minimal depo 10k minimal wd 50k suport payment qris all bank all bank,judol,strong_brand:slot,7/15/25 17:59,0,0.3,weak_promotion,3,0
9Q0nF2ukKIY,@penangsangarya9569,biar lihat rja situs blokir kalo se rius basmi slot sangat gampang tinggal blokir rekening situs kan ada rekening,judol,strong_brand:slot,6/5/25 18:36,0,0.2,weak_promotion,2,0
9Q0nF2ukKIY,@SaepulAnwar70-ne6fh,para admin slot kalau promosi pake se ragam ojol,judol,strong_brand:slot,5/31/25 16:07,0,0.3,weak_promotion,3,0
9Q0nF2ukKIY,@bagasaprilio5124,judi slot bikin untung bandar,judol,strong_brand:slot,5/31/25 9:04,0,0.3,weak_promotion,3,0
9Q0nF2ukKIY,@kam6350,udh g bisa pling benrr harus legal ambil untung dari judi online itu,judol,pattern_detected:judi,5/18/25 5:35,0,0.2,weak_promotion,2,0
9Q0nF2ukKIY,@RobinLodhi_00,cumamini1221 ngasih bonus 100 depan event slot lengkap event parlay banyak,judol,strong_brand:slot,5/16/25 11:42,0,0.4,promotion,4,0
9Q0nF2ukKIY,@RepublikKonoha-g2u,kalo se rius berantas judol tinggal laporin blokir aja norek tuju deposit biar pusing tuh bandar gonta ganti norek sayang perintah restu uang rakyat rampok,judol,"multiple_transaction:2(deposit,uang)",5/10/25 14:06,0,0.3,weak_promotion,3,0
9Q0nF2ukKIY,@fajarkurniawan5040,kaya ga beres2 ini masalah kalo ga mampu hajar bandar udahlah bikin syarat minimal deposito 200000 jadi se macam buat tempat khusus aja kadang bingung larang udah masih ada aja yg main se macam kontrol gitu kalo mau jengkel beut yg ngutang saya buat abc eh tau malah pake judi memang bangsat nagihnya susah,judol,strong_brand:mini,5/2/25 10:30,0,0.3,weak_promotion,3,0
9Q0nF2ukKIY,@abdulrohim0202,jangan sih nafas buat bandar judi on adm judi online,judol,"pattern_detected:judi,judi",4/23/25 0:53,0,0.2,weak_promotion,2,1
9Q0nF2ukKIY,@TMSWIFTLET,main slot itu jadi alat untuk kaya bandar judi online karena pada akhir yang main pasti se ngsara bandar tambah kaya,judol,strong_brand:slot,3/30/25 23:39,0,0.3,weak_promotion,3,0
9Q0nF2ukKIY,@SirotAlfauzi-cd1os,ta critani wahai para candu judol itu bukan judi ya tapi scammer percuma lu mau depo berapa tetep yang menang itu bandar gw udah pernah akalin tuh situs slot judol se cara fair play soal sudah paham pola dari scammer itu se perti apa hasil se lalu menang atas 5 juta bahkan nyampe 11 juta lebih iya kalau nominal yang saya se butkan bisa tarik saya nggak bakal ngomong gin icon tari aja yang hilangin gimana bisa narik suruh depo lagi sorry gw udah paham pola scammer gw depo buat vip rendah yang jangkau yang tari hari batas kalau udah balik modal menangin yang banyak biar tinggal narik aja tiap hari yang batas kalau bisa lebih dari 5 kali nariknya arti bisa jadi itu fairplay alias jujur bandar tapi nggak ada yang nama bandar itu jujur pasti ada aja alibi,judol,strong_brand:slot,3/18/25 11:41,0,0.3,weak_promotion,3,0
9Q0nF2ukKIY,@Fathurandhikaputra,yang salah orang tua juga sih napa tidak masukin anak pesantren udah tau kalau orang indonesia hobi judi malas rja mending cari uang halal orang yang main judi online bukan untung tapi malah utang,judol,"pattern_detected:judi,judi",3/6/25 3:33,1,0.2,weak_promotion,2,0
9Q0nF2ukKIY,@piurnams,gua curiga banyak yg kena itu driver karna bandarny se ndiri itu ada lingkup driver se ndiri mereka bandar maen slot depan target mereka yg bilang nal rja,judol,strong_brand:slot,2/16/25 4:39,0,0.2,weak_promotion,2,0
9Q0nF2ukKIY,@fedihusen739,blokir aja nomor rekening mudah tinggal cek webnya bandar kominfo hanya pura bodoh blokir situs mah ampe bubar kominfo juga ga akan habis situs judi slot,judol,strong_brand:slot,2/15/25 20:03,1,0.4,promotion,4,0
9Q0nF2ukKIY,@BeyAsyilla,buat kalian para manusia das duduk kursi istana rakyat tolong brantas se mua admin bandar slot siksa se berat blokir se mua situs yang bau cuci uang,judol,strong_brand:slot,2/13/25 14:28,0,0.2,weak_promotion,2,0
9Q0nF2ukKIY,@HeryPurnama,link data statistik buat anak mana min cek ulang video tdk bukti anak candu kalau adapun sy yakin persentasinya cil bapak mungkin ia main gampang ngelihat orang pegang hp lagi main judi slot atau main game biasa yang judi slot pegang hp vertikal jempol gak banyak aktif yg main game biasa pegang hp horisontal jempol aktif banget,judol,strong_brand:slot,2/12/25 11:23,0,0.2,weak_promotion,2,0
f0d0klX2cVA,@KoneallZ,zeus takut akan main menang kan jackpot game slot,judol,strong_brand:slot,9/27/23 15:49,0,0.5,promotion,5,0
f0d0klX2cVA,@fransrichar,misteri bagi se mua orang oo dia orang juga pantas jadi bandar judi slot,judol,strong_brand:slot,9/25/23 16:34,0,0.2,weak_promotion,2,0
f0d0klX2cVA,@jimijimi3577,zeus zaman dulu ren skrang malah jd bandar slot,judol,strong_brand:slot,9/25/23 8:26,0,0.2,weak_promotion,2,0
f0d0klX2cVA,@wahyu8227,dosa2 zeus salah satu jadi bandar judi slot,judol,strong_brand:slot,9/23/23 5:44,209,0.2,weak_promotion,2,0
u7x3nRoOkFo,@manpaing4465,slot memang janji menang,judol,strong_brand:slot,9/3/25 11:08,0,0.2,weak_promotion,2,0
rtKM7VCms58,@lowoirengmotovlog,bapak takut anak jadi bandar judi online,judol,pattern_detected:judi,6/5/25 6:40,0,0.2,weak_promotion,2,0
rtKM7VCms58,@magonstazenki2466,zeus sebar slot judi online skli jp langsung azab sambar petir sama zeus,judol,strong_brand:slot,5/26/25 11:53,0,0.2,weak_promotion,2,0
a8h842pw4io,@Abdul4212-tm6bb,zeus yg jdi bandar slot itu bng,judol,strong_brand:slot,5/20/25 22:54,0,0.2,weak_promotion,2,0
a8h842pw4io,@rokku4206,ini mah versi gow versi mitologi asli ya mirip cuman beda gaia dia mbela zeus orang dia juga yg ngebujuk zeus buat ngajak war bapak ama mitologi juga kagak da blade of olympus iya mereka kalah tapi gaia nyuruh ni bapak2 maskot slot ngebebasin paman tartarus hekatonkhire ama cyclops nahh dapet bantu dariom2 ini baru ni 3 sodara bisa menang fun fact trisula poseidon petir zeus ama helm bayang hades juga hasil diy bikin om para cyclops,judol,strong_brand:slot,5/15/25 17:35,0,0.2,weak_promotion,2,0
R-qlSVSdea0,@engkong6781,sampe mampus luh ngelawan mesin ga bakal menang se ting bandar itu menang buka kalah,judol,no_indicators,4/14/25 8:26,1,0.2,weak_promotion,2,0
R-qlSVSdea0,@GARASIMITRA,gk ada untung atur sama bandar,judol,no_indicators,2/1/25 15:33,0,0.2,weak_promotion,2,0
9Q0nF2ukKIY,@shinobi20.25,dari jogja dapat simpul pemaen judol wajib rugi tangkap kalo pemaen untung bandar yang rugi tangkap juga karena hanya bandar yang aman untung,judol,no_indicators,8/8/25 1:38,0,0.2,weak_promotion,2,3
9Q0nF2ukKIY,@asemboh3311,nih dengerin perintah 1 percuma blokir situs ini online internasional ada vpn dll 2 percuma blokir atm bank main banyak cara buat deposit 3 percuma nangkepin orang yg main ini candu mirip dengan narkoba nangkep bandar gimana percuma juga yg klian tangkap las teri bukan inti terus gmn solusi 1 perintah buat situs se ndiri dengan rangge untung buat kelola perintah 5 dengan begitu masyarakat tidak rugi banyak perintah tidak rugi juga cukong2 nang mungkin agak parah solusi tapi mungkin ini salah satu cara untuk menyiasatin,judol,no_indicators,6/11/25 10:47,0,0.4,promotion,4,3
9Q0nF2ukKIY,@syahrielmubarrack8641,yang kata mau blokir bro ngga tau kalo situs gampang ubah jadi yang kata udah blokir situs asli kaga blokir sibandar udah ganti nama linknya,judol,no_indicators,3/15/25 21:49,1,0.2,weak_promotion,2,0
Iza24IvE28c,@babybluez8987,jauh yang nama judi online kawan percaya,bukan,pattern_detected:judi,11/9/25 9:17,0,0.6,ambiguous,1,0
R-qlSVSdea0,@DonnymartinMartin,buat apa untung mboja mereka kalau ga karna judi mereka ga hidup itu henti main judi kalau anda ga renti main jidi hidup anda akan hancur anda akan miskin gila,bukan,"pattern_detected:judi,judi",11/10/25 13:59,0,0.9,no_judi_terms,1,3
R-qlSVSdea0,@riskianggaraaj,sekali4d maxswin bilang jp pala kou modal aj blm balik maxswin 17 jet tapi rungkad se harga mobil kontener cok,bukan,strong_brand:win,11/8/25 21:51,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@AyahHilman,tpi klo sya mh maen slot ga prnah ngarepin mnang karna cuma untuk iseng2 aja ngobatin rasa cape stres anggap aja jajan maen ps kya waktu kcil toh sya mh klo depo jga pling gede 10 rbu doang,bukan,strong_brand:slot,11/6/25 5:17,0,0.6,ambiguous,1,0
R-qlSVSdea0,@rudirita2154,apalagi slot kpkgg jangan perna daptar itu akun tipu,bukan,strong_brand:slot,10/25/25 12:04,0,0.6,ambiguous,1,1
R-qlSVSdea0,@TembokKehidupan69,henti walaupun rugi dalam judi itu lebih baik dari pada harap menang namun nambah jatuh terlalu dalam,bukan,pattern_detected:judi,10/7/25 10:21,0,0.9,no_judi_terms,1,3
R-qlSVSdea0,@Arga-jc8xv,togel kalah terus kk,bukan,pattern_detected:togel,10/2/25 5:21,0,0.6,ambiguous,1,0
R-qlSVSdea0,@priacogan2564,se moga tuhan se lalu lindung aku dr judi yg smp saat ini tuhan se lalu lindung aku dr judi,bukan,"pattern_detected:judi,judi",9/29/25 14:46,1,0.9,no_judi_terms,0,0
R-qlSVSdea0,@DiniLestari-g1i,gua yang habis wd 67 jt bilek seru69,bukan,pattern_detected:seru69,9/24/25 16:30,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@QQ0369-t1p,ga main judi itu baru menang,bukan,pattern_detected:judi,9/14/25 14:55,0,0.9,no_judi_terms,1,0
R-qlSVSdea0,@MelvinValentino-w3v,kalau konsep joki slot kayak gimana ci,bukan,strong_brand:slot,9/14/25 8:51,0,0.6,ambiguous,1,0
R-qlSVSdea0,@burhannocomment,saya dulu laku main itu tau sekali4d sistem kasih menang beberapa kali se telah menang buat kalah lagi terus ulang sampai main sampai hilang akal untuk top up atau deposit,bukan,strong_brand:sekali4d,9/8/25 8:37,0,0.9,no_judi_terms,3,0
R-qlSVSdea0,@Selamet1833,uang haram gampang luntur uanga halal se perti emas24karat gk gampang luntur sbb murni,bukan,pattern_detected:emas24,8/23/25 22:21,0,0.9,no_judi_terms,1,0
R-qlSVSdea0,@Selamet1833,lebih baik mintak yg atas pasti murni se perti emas24karat gk gampang luntur minum air bersih pasti rsanya se gar jangan minum campur minyak tetaaja rsanya gk se gar,bukan,pattern_detected:emas24,8/23/25 22:18,0,0.9,no_judi_terms,1,1
R-qlSVSdea0,@Selamet1833,bandar poin saldo jslot tau kalau henti atau stop pasti luarin saldo terachir,bukan,strong_brand:slot,8/23/25 22:14,0,0.85,educational_content,2,3
R-qlSVSdea0,@Yanto-st2gm,bikin kaya orang luar alhamdululah saya sih gak tarik sama yang nama judi,bukan,pattern_detected:judi,8/12/25 12:33,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@SitiCantik-d2j,jelas kurang maksimal emng kalo yang pecah merah biru toska kuning main bakal rugi apalgi kalo tidak pecah ibarat kata zonk misal 100 spin dg bet 1000 yang pecah paling 40 spin yang zonk 60 spin tapi kalo tidak ada petir nyangkut ya emng zonk yang jelas gin se alam saya bandar akan kasih menang awal se lebih akan kasih kalah contoh orang depo 100k saat main saldo naik 500k itu udah katagori menang harus widraw bisa tapi sipemain malah lanjut terus main sampai naik bet jadi se kian ribu yang awal 1000k naik bet sampai 5000k misal zonk sampai saldo 500 malah tinggal 50k ujung rungkad salah bukan bandar tapi salah main itu se ndiri udah kasih menang malah nafsu inti slot bahaya kalo nafsu apalagi punya sifat se rakah banding menang tipis 10 banding 9010 buat main 90 buat bandar mending kgak usah dah terjun begtuan sumpah mending duit buat tabung yang udah henti alhamdulillah yang belum henti cpt henti bahaya yang belum coba jangan coba cual anda ken ngerasain apa itu rungkad silah tapi jangan sesal inti slot bahaya,bukan,strong_brand:slot,8/11/25 22:57,1,0.85,educational_content,3,7
R-qlSVSdea0,@diantoxentar5236,itu se ttingan se mua cual judi bola,bukan,pattern_detected:judi,8/9/25 8:51,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@alvarodzakynata,napa roblok blokir padahal judi itu tidak blokir gk adil,bukan,pattern_detected:judi,8/8/25 21:00,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@ekyken,menang paling besar dlm judi adalah seumur2 gw ga pernah jd sbg main tp ngejual chip higs d pernah untung 10k 1b coin henti krena bangkrut yg beli banyak temen bgst yg bon kutang dari 2020 smpe sknrg blm bayar,bukan,pattern_detected:judi,7/29/25 4:38,0,0.9,no_judi_terms,2,3
R-qlSVSdea0,@jhonhandristambunan9482,mending main judi daripada bayar pajak sumpah,bukan,pattern_detected:judi,7/25/25 6:31,1,0.9,no_judi_terms,0,0
R-qlSVSdea0,@TekcoyCoco,judi manusia penghayal berat hahahahaha,bukan,pattern_detected:judi,7/22/25 2:12,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@AkuUka-j9y,judol itu bukan judi tapi tipu atas nama judi,bukan,"pattern_detected:judi,judi",7/6/25 17:53,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@Suyatno-s9s,renti slot baru adem,bukan,strong_brand:slot,7/3/25 15:22,0,0.6,ambiguous,1,0
R-qlSVSdea0,@Cgens6,biar uang ngk luar negeri perintah buat lola judi online yang fair,bukan,pattern_detected:judi,6/14/25 4:27,0,0.6,ambiguous,1,0
R-qlSVSdea0,@JhonGondrong-s7f1v,org main judi bukan cari kaya tp moment fluktuatif punya uang itu yg candu misal ada main cil yg deposit 3050rb tiba2 pecah jd punya uang ratus ribu bahkan juta moment itu yg candu tanpa sadar sudah berkali2 deposit hingga korban uang barang harga hutang,bukan,pattern_detected:judi,6/12/25 21:26,1,0.9,no_judi_terms,2,2
R-qlSVSdea0,@AdekGunawan-g7t,barusan saya wd procuan33,bukan,pattern_detected:procuan33,6/5/25 22:34,1,0.9,no_judi_terms,0,0
R-qlSVSdea0,@YANUARPUTERA,gak ngerti se mua org tentang saham inti legal kan saja judi ini biar masuk negara pajak kasih besar,bukan,pattern_detected:judi,6/4/25 2:23,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@bangor6537,kenal dengan slot sama dekat hancur,bukan,strong_brand:slot,5/25/25 18:47,0,0.85,educational_content,1,3
R-qlSVSdea0,@Boyband719,gimana gak org pada main kasino jir atau judi online kalo ada beberapa oknum yg cuci uang dengan ratus triliun puluh triliun,bukan,pattern_detected:judi,5/23/25 19:03,0,0.6,ambiguous,1,0
R-qlSVSdea0,@TessaJabar-km7uf,judi online bikin hancur luarga tolong tangan yg se rius takut malah yg atas ikut dlm ambil bagi,bukan,pattern_detected:judi,5/20/25 11:15,0,0.85,educational_content,1,3
R-qlSVSdea0,@balakrishnan-ku9ms,mini1221 nggak pake janji palsu daftar buktiin se ndiri se karang,bukan,strong_brand:mini1221,5/16/25 14:42,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@piyushKumarotp,buka mata lihat bukti mini1221 udah banyak yang wd,bukan,strong_brand:mini1221,5/16/25 14:39,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@ReshmaBanu-ml2cn,slot banyak yang gacor mini1221 jawab,bukan,strong_brand:slot,5/16/25 14:24,0,0.6,ambiguous,1,0
R-qlSVSdea0,@shivprasad2823,yang rajin daftar se karang udah jadi langgan jackpot mini1221,bukan,strong_brand:mini1221,5/16/25 14:23,0,0.9,no_judi_terms,3,0
R-qlSVSdea0,@AshishAhirwar-ft8lz,yang cari slot se rius bukan slot bohong mini1221 tempat,bukan,strong_brand:slot,5/16/25 14:19,0,0.6,ambiguous,1,0
R-qlSVSdea0,@XD_bois,main se bentar saldo tambah mini1221 emang beda,bukan,strong_brand:mini1221,5/16/25 14:01,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@hariputradewa5426,henti judi kawan niat mau menang malah tambah runkad,bukan,pattern_detected:judi,5/14/25 3:06,0,0.9,no_judi_terms,1,0
R-qlSVSdea0,@gigsselow4664,se pertinya masih mending judi habis terus kere se ndiri dari pada duit korupsi kita kere koruptor mereka hidup se nnag,bukan,pattern_detected:judi,5/13/25 16:52,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@yenuidax88,bagus sumbang aja jgn judi inti,bukan,pattern_detected:judi,5/11/25 12:51,1,0.9,no_judi_terms,0,0
R-qlSVSdea0,@JiyboyyStoree,mending nyumbang judi daripada k negara,bukan,pattern_detected:judi,5/11/25 5:08,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@AhmadShodik-hl2zr,padahal tidak ada miliades slot tapi kok tetap aja ada yang minat,bukan,strong_brand:slot,5/8/25 4:54,0,0.6,ambiguous,1,0
R-qlSVSdea0,@BagasOkta-p4m6c,siap siap hutang numpuk kalao gak mau henti judi onlain slot,bukan,strong_brand:slot,5/6/25 15:29,0,0.6,ambiguous,1,0
R-qlSVSdea0,@AndiachmadSandrang,bntr sekali4d,bukan,strong_brand:sekali4d,4/28/25 16:32,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@RafliFirmansyah-g2i,ka bahas slot investasi ka pliss,bukan,strong_brand:slot,4/27/25 0:31,0,0.6,ambiguous,1,0
R-qlSVSdea0,@zulfiyamanik623,se nang banget dapat rezeki tak duga dari pesiar88,bukan,pattern_detected:pesiar88,4/24/25 3:20,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@zulfikardona571,cara rjanya simpel tapi hasil mantap pesiar88,bukan,pattern_detected:pesiar88,4/24/25 3:18,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@zulfidini327,mumpung lagi gacornya gas aja bos pesiar88,bukan,pattern_detected:pesiar88,4/24/25 3:17,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@zulfahwidia449,se mangat bosqu baik pesiar88,bukan,pattern_detected:pesiar88,4/24/25 3:17,0,0.9,no_judi_terms,0,0
